name,ts,lec_seats,lab_seats,disc_seats,sem_seats,WL,min_indx,Open
EECS 477 - Introduction to Algorithms,1586367031.4013271,71,0,71,0,0,disc_seats,1
EECS 478 - Logic Circuit Synthesis and Optimization,1586367031.8431911,48,0,48,0,0,disc_seats,1
EECS 480 - Social Computing Systems,1586367032.233204,40,0,40,0,0,disc_seats,1
EECS 481 - Software Engineering,1586367032.657737,131,0,131,0,0,disc_seats,1
EECS 482 - Introduction to Operating Systems,1586367033.1157582,206,206,0,0,0,lab_seats,1
EECS 483 - Compiler Construction,1586367033.519416,65,0,0,0,0,lec_seats,1
EECS 484 - Database Management Systems,1586367034.018903,330,0,330,0,0,disc_seats,1
EECS 485 - Web Systems,1586367034.4853199,448,368,0,0,0,lab_seats,1
EECS 489 - Computer Networks,1586367035.07024,89,0,89,0,0,disc_seats,1
EECS 490 - Programming Languages,1586367035.45412,146,0,146,0,0,disc_seats,1
EECS 492 - Introduction to Artificial Intelligence,1586367035.8104372,136,0,136,0,0,disc_seats,1
EECS 493 - User Interface Development,1586367036.2724218,177,0,177,0,0,disc_seats,1
EECS 494 - Computer Game Design and Development,1586367036.849717,64,0,0,0,0,lec_seats,1
EECS 495 - Software Development for Accessibility,1586367037.2422972,48,0,48,0,0,disc_seats,1
EECS 496 - Major Design Experience-Professionalism,1586367037.627671,350,0,0,0,0,lec_seats,1
EECS 497 - Human-Centered Software Design and Development,1586367037.976767,79,0,0,0,0,lec_seats,1
EECS 498 - Special Topics,1586367038.478417,435,37,55,0,119,lab_seats,1
EECS 499 - Advanced Directed Study,1586367041.743988,0,0,0,0,0,null,0
EECS 300 - Electrical Engineering Systems Design II,1586367906.422401,25,25,0,0,0,,1
EECS 301 - Probabilistic Methods in Engineering,1586367906.899416,63,0,63,0,0,disc_seats,1
EECS 311 - Analog Circuits,1586367907.3370821,27,18,0,0,0,lab_seats,1
EECS 312 - Digital Integrated Circuits,1586367907.745398,31,0,31,0,0,disc_seats,1
"EECS 314 - Electrical Circuits, Systems and Applications",1586367908.258305,155,155,155,0,0,lab_seats,1
EECS 320 - Introduction to Semiconductor Devices,1586367908.752589,49,0,49,0,0,disc_seats,1
EECS 330 - Introduction to Antennas and Wireless Systems,1586367909.3087769,29,29,0,0,0,lab_seats,1
EECS 334 - Principles of Optics,1586367909.7823958,23,0,23,0,0,disc_seats,1
EECS 351 - Introduction to Digital Signal Processing,1586367910.276483,43,0,43,0,0,disc_seats,1
EECS 367 - Introduction to Autonomous Robotics,1586367910.716846,51,51,0,0,0,lab_seats,1
EECS 370 - Introduction to Computer Organization,1586367911.36737,613,0,608,0,0,disc_seats,1
EECS 373 - Introduction to Embedded System Design,1586367911.836258,52,52,0,0,0,lab_seats,1
EECS 376 - Foundations of Computer Science,1586367912.433162,893,0,550,0,0,disc_seats,1
EECS 388 - Introduction to Computer Security,1586367913.010747,357,357,0,0,0,lab_seats,1
EECS 399 - Directed Study,1586367917.301645,0,0,0,0,0,null,0
EECS 402 - Computer Programming for Scientists and Engineers,1586367917.769535,25,0,25,0,0,disc_seats,1
EECS 409 - Data Science Seminar,1586367918.26239,0,0,0,0,18,null,0
EECS 411 - M-Wave Circ I,1586367918.765814,9,9,0,0,0,lab_seats,1
EECS 413 - Monolith Amplifier Circuits,1586367919.22854,35,35,0,0,0,lab_seats,1
EECS 414 - Intro to MEMS,1586367919.7601862,49,0,49,0,0,disc_seats,1
EECS 417 - Electrical Biophysics,1586367920.219112,18,0,0,0,0,lec_seats,1
EECS 418 - Power Electronics,1586367920.697649,28,14,0,0,0,lab_seats,1
EECS 421 - Properties of Transistors,1586367921.16926,22,0,22,0,0,disc_seats,1
EECS 423 - Sol State Dev Lab,1586367921.66737,3,3,0,0,0,lab_seats,1
EECS 427 - Very Large Scale Integrated Design I,1586367922.159465,32,32,0,0,0,lab_seats,1
EECS 428 - Introduction to Quantum Nanotechnology,1586367922.532172,30,0,0,0,0,lec_seats,1
EECS 434 - Princ of Photonics,1586367922.988508,16,0,16,0,0,disc_seats,1
EECS 438 - Adv Lasers Lab,1586367923.4320042,4,4,0,0,0,lab_seats,1
EECS 441 - Mobile App Development for Entrepreneurs,1586367923.953397,216,0,136,0,0,disc_seats,1
EECS 442 - Computer Vision,1586367924.399543,97,0,97,0,0,disc_seats,1
EECS 443 - Senior ThesisL,1586367924.929903,0,0,0,0,0,null,0
EECS 445 - Introduction to Machine Learning,1586367925.454825,282,0,282,0,0,disc_seats,1
EECS 452 - Digital Signal Processing Design Laboratory,1586367925.871093,25,23,0,0,0,lab_seats,1
EECS 455 - Wireless Communication Systems,1586367926.319736,20,0,20,0,0,disc_seats,1
EECS 458 - Biomedical Instrumentation and Design,1586367926.851299,63,63,0,0,0,lab_seats,1
EECS 460 - Control Systems Analysis and Design,1586367927.300225,40,0,40,0,0,disc_seats,1
EECS 461 - Embedded Control Systems,1586367927.7636921,77,77,0,0,0,lab_seats,1
EECS 463 - Power Systems Design and Operations,1586367928.2279701,36,0,0,0,0,lec_seats,1
EECS 467 - Autonomous Robotics Design Experience,1586367929.158645,16,16,0,0,0,lab_seats,1
EECS 470 - Computer Architecture,1586367929.7470021,36,36,0,0,0,lab_seats,1
EECS 473 - Advanced Embedded Systems,1586367930.184302,28,28,0,0,0,lab_seats,1
EECS 477 - Introduction to Algorithms,1586367930.579181,71,0,71,0,0,disc_seats,1
EECS 478 - Logic Circuit Synthesis and Optimization,1586367931.046546,48,0,48,0,0,disc_seats,1
EECS 480 - Social Computing Systems,1586367931.4953861,40,0,40,0,0,disc_seats,1
EECS 481 - Software Engineering,1586367933.0444632,131,0,131,0,0,disc_seats,1
EECS 482 - Introduction to Operating Systems,1586367933.599539,205,205,0,0,0,lab_seats,1
EECS 483 - Compiler Construction,1586367934.0775292,65,0,0,0,0,lec_seats,1
EECS 484 - Database Management Systems,1586367934.592962,330,0,330,0,0,disc_seats,1
EECS 485 - Web Systems,1586367935.099628,445,365,0,0,0,lab_seats,1
EECS 489 - Computer Networks,1586367935.5323992,89,0,89,0,0,disc_seats,1
EECS 490 - Programming Languages,1586367936.046842,146,0,146,0,0,disc_seats,1
EECS 492 - Introduction to Artificial Intelligence,1586367936.493205,136,0,136,0,0,disc_seats,1
EECS 493 - User Interface Development,1586367937.015541,175,0,175,0,0,disc_seats,1
EECS 494 - Computer Game Design and Development,1586367937.5190122,64,0,0,0,0,lec_seats,1
EECS 495 - Software Development for Accessibility,1586367937.9558039,48,0,48,0,0,disc_seats,1
EECS 496 - Major Design Experience-Professionalism,1586367938.399582,347,0,0,0,0,lec_seats,1
EECS 497 - Human-Centered Software Design and Development,1586367938.785811,79,0,0,0,0,lec_seats,1
EECS 498 - Special Topics,1586367939.2468328,433,37,55,0,119,lab_seats,1
EECS 499 - Advanced Directed Study,1586367943.230516,0,0,0,0,0,null,0
EECS 300 - Electrical Engineering Systems Design II,1586368805.776153,25,25,0,0,0,,1
EECS 301 - Probabilistic Methods in Engineering,1586368806.2149172,63,0,63,0,0,disc_seats,1
EECS 311 - Analog Circuits,1586368806.713332,27,18,0,0,0,lab_seats,1
EECS 312 - Digital Integrated Circuits,1586368807.1411,31,0,31,0,0,disc_seats,1
"EECS 314 - Electrical Circuits, Systems and Applications",1586368807.734564,155,155,155,0,0,lab_seats,1
EECS 320 - Introduction to Semiconductor Devices,1586368808.167572,49,0,49,0,0,disc_seats,1
EECS 330 - Introduction to Antennas and Wireless Systems,1586368808.639668,29,29,0,0,0,lab_seats,1
EECS 334 - Principles of Optics,1586368809.0029829,23,0,23,0,0,disc_seats,1
EECS 351 - Introduction to Digital Signal Processing,1586368809.485953,43,0,43,0,0,disc_seats,1
EECS 367 - Introduction to Autonomous Robotics,1586368809.9033642,51,51,0,0,0,lab_seats,1
EECS 370 - Introduction to Computer Organization,1586368810.533407,612,0,607,0,0,disc_seats,1
EECS 373 - Introduction to Embedded System Design,1586368810.986409,52,52,0,0,0,lab_seats,1
EECS 376 - Foundations of Computer Science,1586368811.59764,893,0,550,0,0,disc_seats,1
EECS 388 - Introduction to Computer Security,1586368812.0475562,357,357,0,0,0,lab_seats,1
EECS 399 - Directed Study,1586368815.440371,0,0,0,0,0,null,0
EECS 402 - Computer Programming for Scientists and Engineers,1586368815.916765,25,0,25,0,0,disc_seats,1
EECS 409 - Data Science Seminar,1586368816.413355,0,0,0,0,18,null,0
EECS 411 - M-Wave Circ I,1586368816.8760378,9,9,0,0,0,lab_seats,1
EECS 413 - Monolith Amplifier Circuits,1586368817.368756,35,35,0,0,0,lab_seats,1
EECS 414 - Intro to MEMS,1586368817.864413,49,0,49,0,0,disc_seats,1
EECS 417 - Electrical Biophysics,1586368818.314563,18,0,0,0,0,lec_seats,1
EECS 418 - Power Electronics,1586368818.7585468,28,14,0,0,0,lab_seats,1
EECS 421 - Properties of Transistors,1586368819.198868,22,0,22,0,0,disc_seats,1
EECS 423 - Sol State Dev Lab,1586368819.6415098,3,3,0,0,0,lab_seats,1
EECS 427 - Very Large Scale Integrated Design I,1586368820.095568,32,32,0,0,0,lab_seats,1
EECS 428 - Introduction to Quantum Nanotechnology,1586368820.467585,30,0,0,0,0,lec_seats,1
EECS 434 - Princ of Photonics,1586368820.852349,16,0,16,0,0,disc_seats,1
EECS 438 - Adv Lasers Lab,1586368821.276911,4,4,0,0,0,lab_seats,1
EECS 441 - Mobile App Development for Entrepreneurs,1586368821.806754,215,0,135,0,0,disc_seats,1
EECS 442 - Computer Vision,1586368822.190604,98,0,98,0,0,disc_seats,1
EECS 443 - Senior ThesisL,1586368822.751508,0,0,0,0,0,null,0
EECS 445 - Introduction to Machine Learning,1586368823.244951,281,0,281,0,0,disc_seats,1
EECS 452 - Digital Signal Processing Design Laboratory,1586368823.7221482,25,23,0,0,0,lab_seats,1
EECS 455 - Wireless Communication Systems,1586368824.204221,20,0,20,0,0,disc_seats,1
EECS 458 - Biomedical Instrumentation and Design,1586368824.644392,60,60,0,0,0,lab_seats,1
EECS 460 - Control Systems Analysis and Design,1586368825.054278,40,0,40,0,0,disc_seats,1
EECS 461 - Embedded Control Systems,1586368825.566541,77,77,0,0,0,lab_seats,1
EECS 463 - Power Systems Design and Operations,1586368825.976691,36,0,0,0,0,lec_seats,1
EECS 467 - Autonomous Robotics Design Experience,1586368826.403352,16,16,0,0,0,lab_seats,1
EECS 470 - Computer Architecture,1586368826.853929,36,36,0,0,0,lab_seats,1
EECS 473 - Advanced Embedded Systems,1586368827.2340229,28,28,0,0,0,lab_seats,1
EECS 477 - Introduction to Algorithms,1586368827.62976,71,0,71,0,0,disc_seats,1
EECS 478 - Logic Circuit Synthesis and Optimization,1586368828.0186958,48,0,48,0,0,disc_seats,1
EECS 480 - Social Computing Systems,1586368828.4714549,40,0,40,0,0,disc_seats,1
EECS 481 - Software Engineering,1586368828.901602,129,0,129,0,0,disc_seats,1
EECS 482 - Introduction to Operating Systems,1586368829.36538,205,205,0,0,0,lab_seats,1
EECS 483 - Compiler Construction,1586368829.774875,64,0,0,0,0,lec_seats,1
EECS 484 - Database Management Systems,1586368830.2749429,330,0,330,0,0,disc_seats,1
EECS 485 - Web Systems,1586368830.7781498,442,362,0,0,0,lab_seats,1
EECS 489 - Computer Networks,1586368831.182805,89,0,89,0,0,disc_seats,1
EECS 490 - Programming Languages,1586368831.633384,145,0,145,0,0,disc_seats,1
EECS 492 - Introduction to Artificial Intelligence,1586368832.02485,135,0,135,0,0,disc_seats,1
EECS 493 - User Interface Development,1586368832.522999,174,0,174,0,0,disc_seats,1
EECS 494 - Computer Game Design and Development,1586368832.931631,64,0,0,0,0,lec_seats,1
EECS 495 - Software Development for Accessibility,1586368833.3679519,48,0,48,0,0,disc_seats,1
EECS 496 - Major Design Experience-Professionalism,1586368834.044359,345,0,0,0,0,lec_seats,1
EECS 497 - Human-Centered Software Design and Development,1586368834.438974,79,0,0,0,0,lec_seats,1
EECS 498 - Special Topics,1586368834.9421608,429,34,55,0,119,lab_seats,1
EECS 499 - Advanced Directed Study,1586368837.9773529,0,0,0,0,0,null,0
EECS 300 - Electrical Engineering Systems Design II,1586369707.5975082,25,25,0,0,0,,1
EECS 301 - Probabilistic Methods in Engineering,1586369708.395736,63,0,63,0,0,disc_seats,1
EECS 311 - Analog Circuits,1586369709.226669,27,18,0,0,0,lab_seats,1
EECS 312 - Digital Integrated Circuits,1586369709.844001,31,0,31,0,0,disc_seats,1
"EECS 314 - Electrical Circuits, Systems and Applications",1586369710.6000252,155,155,155,0,0,lab_seats,1
EECS 320 - Introduction to Semiconductor Devices,1586369711.0938911,49,0,49,0,0,disc_seats,1
EECS 330 - Introduction to Antennas and Wireless Systems,1586369711.703792,29,29,0,0,0,lab_seats,1
EECS 334 - Principles of Optics,1586369712.5388281,23,0,23,0,0,disc_seats,1
EECS 351 - Introduction to Digital Signal Processing,1586369713.22816,43,0,43,0,0,disc_seats,1
EECS 367 - Introduction to Autonomous Robotics,1586369714.0600069,51,51,0,0,0,lab_seats,1
EECS 370 - Introduction to Computer Organization,1586369714.947424,612,0,607,0,0,disc_seats,1
EECS 373 - Introduction to Embedded System Design,1586369715.671726,52,52,0,0,0,lab_seats,1
EECS 376 - Foundations of Computer Science,1586369716.5854158,892,0,549,0,0,disc_seats,1
EECS 388 - Introduction to Computer Security,1586369717.085796,357,357,0,0,0,lab_seats,1
EECS 399 - Directed Study,1586369721.4229639,0,0,0,0,0,null,0
EECS 402 - Computer Programming for Scientists and Engineers,1586369721.921516,25,0,25,0,0,disc_seats,1
EECS 409 - Data Science Seminar,1586369722.583925,0,0,0,0,18,null,0
EECS 411 - M-Wave Circ I,1586369723.257849,8,8,0,0,0,lab_seats,1
EECS 413 - Monolith Amplifier Circuits,1586369723.789124,35,35,0,0,0,lab_seats,1
EECS 414 - Intro to MEMS,1586369724.4431539,49,0,49,0,0,disc_seats,1
EECS 417 - Electrical Biophysics,1586369725.1806998,17,0,0,0,0,lec_seats,1
EECS 418 - Power Electronics,1586369726.614859,28,14,0,0,0,lab_seats,1
EECS 421 - Properties of Transistors,1586369727.5740302,22,0,22,0,0,disc_seats,1
EECS 423 - Sol State Dev Lab,1586369728.268975,3,3,0,0,0,lab_seats,1
EECS 427 - Very Large Scale Integrated Design I,1586369728.848896,32,32,0,0,0,lab_seats,1
EECS 428 - Introduction to Quantum Nanotechnology,1586369729.383133,30,0,0,0,0,lec_seats,1
EECS 434 - Princ of Photonics,1586369729.990685,16,0,16,0,0,disc_seats,1
EECS 438 - Adv Lasers Lab,1586369730.678748,3,3,0,0,0,lab_seats,1
EECS 441 - Mobile App Development for Entrepreneurs,1586369731.155067,213,0,134,0,0,disc_seats,1
EECS 442 - Computer Vision,1586369731.72347,93,0,93,0,0,disc_seats,1
EECS 443 - Senior ThesisL,1586369732.397124,0,0,0,0,0,null,0
EECS 445 - Introduction to Machine Learning,1586369733.052125,279,0,279,0,0,disc_seats,1
EECS 452 - Digital Signal Processing Design Laboratory,1586369733.620308,25,23,0,0,0,lab_seats,1
EECS 455 - Wireless Communication Systems,1586369734.267909,20,0,20,0,0,disc_seats,1
EECS 458 - Biomedical Instrumentation and Design,1586369735.5423958,59,59,0,0,0,lab_seats,1
EECS 460 - Control Systems Analysis and Design,1586369736.4093492,40,0,40,0,0,disc_seats,1
EECS 461 - Embedded Control Systems,1586369736.992329,76,76,0,0,0,lab_seats,1
EECS 463 - Power Systems Design and Operations,1586369737.45136,36,0,0,0,0,lec_seats,1
EECS 467 - Autonomous Robotics Design Experience,1586369738.2462761,15,15,0,0,0,lab_seats,1
EECS 470 - Computer Architecture,1586369738.7760599,36,36,0,0,0,lab_seats,1
EECS 473 - Advanced Embedded Systems,1586369739.4595041,28,28,0,0,0,lab_seats,1
EECS 477 - Introduction to Algorithms,1586369739.9765508,71,0,71,0,0,disc_seats,1
EECS 478 - Logic Circuit Synthesis and Optimization,1586369740.531749,47,0,47,0,0,disc_seats,1
EECS 480 - Social Computing Systems,1586369741.197014,40,0,40,0,0,disc_seats,1
EECS 481 - Software Engineering,1586369741.931851,129,0,129,0,0,disc_seats,1
EECS 482 - Introduction to Operating Systems,1586369742.863648,205,205,0,0,0,lab_seats,1
EECS 483 - Compiler Construction,1586369743.425806,64,0,0,0,0,lec_seats,1
EECS 484 - Database Management Systems,1586369744.47347,330,0,330,0,0,disc_seats,1
EECS 485 - Web Systems,1586369745.368438,442,362,0,0,0,lab_seats,1
EECS 489 - Computer Networks,1586369745.913774,89,0,89,0,0,disc_seats,1
EECS 490 - Programming Languages,1586369746.508984,145,0,145,0,0,disc_seats,1
EECS 492 - Introduction to Artificial Intelligence,1586369746.965119,135,0,135,0,0,disc_seats,1
EECS 493 - User Interface Development,1586369747.565342,173,0,173,0,0,disc_seats,1
EECS 494 - Computer Game Design and Development,1586369748.154939,64,0,0,0,0,lec_seats,1
EECS 495 - Software Development for Accessibility,1586369748.701602,48,0,48,0,0,disc_seats,1
EECS 496 - Major Design Experience-Professionalism,1586369749.174603,344,0,0,0,0,lec_seats,1
EECS 497 - Human-Centered Software Design and Development,1586369749.66691,79,0,0,0,0,lec_seats,1
EECS 498 - Special Topics,1586369750.248121,430,34,55,0,119,lab_seats,1
EECS 499 - Advanced Directed Study,1586369754.480012,0,0,0,0,0,null,0
EECS 300 - Electrical Engineering Systems Design II,1586370606.096224,25,25,0,0,0,,1
EECS 301 - Probabilistic Methods in Engineering,1586370606.537599,63,0,63,0,0,disc_seats,1
EECS 311 - Analog Circuits,1586370606.990589,27,18,0,0,0,lab_seats,1
EECS 312 - Digital Integrated Circuits,1586370607.3378901,31,0,31,0,0,disc_seats,1
"EECS 314 - Electrical Circuits, Systems and Applications",1586370607.803823,155,155,155,0,0,lab_seats,1
EECS 320 - Introduction to Semiconductor Devices,1586370608.27887,49,0,49,0,0,disc_seats,1
EECS 330 - Introduction to Antennas and Wireless Systems,1586370608.738175,29,29,0,0,0,lab_seats,1
EECS 334 - Principles of Optics,1586370609.3187048,23,0,23,0,0,disc_seats,1
EECS 351 - Introduction to Digital Signal Processing,1586370609.809165,43,0,43,0,0,disc_seats,1
EECS 367 - Introduction to Autonomous Robotics,1586370610.25529,51,51,0,0,0,lab_seats,1
EECS 370 - Introduction to Computer Organization,1586370610.896377,612,0,607,0,0,disc_seats,1
EECS 373 - Introduction to Embedded System Design,1586370611.517663,52,52,0,0,0,lab_seats,1
EECS 376 - Foundations of Computer Science,1586370612.1334789,890,0,548,0,0,disc_seats,1
EECS 388 - Introduction to Computer Security,1586370612.6865122,357,357,0,0,0,lab_seats,1
EECS 399 - Directed Study,1586370615.3796191,0,0,0,0,0,null,0
EECS 402 - Computer Programming for Scientists and Engineers,1586370615.904135,25,0,25,0,0,disc_seats,1
EECS 409 - Data Science Seminar,1586370616.4755661,0,0,0,0,18,null,0
EECS 411 - M-Wave Circ I,1586370617.019348,8,8,0,0,0,lab_seats,1
EECS 413 - Monolith Amplifier Circuits,1586370617.494116,35,35,0,0,0,lab_seats,1
EECS 414 - Intro to MEMS,1586370618.05741,49,0,49,0,0,disc_seats,1
EECS 417 - Electrical Biophysics,1586370618.535895,17,0,0,0,0,lec_seats,1
EECS 418 - Power Electronics,1586370619.019298,28,14,0,0,0,lab_seats,1
EECS 421 - Properties of Transistors,1586370619.4647522,22,0,22,0,0,disc_seats,1
EECS 423 - Sol State Dev Lab,1586370619.9319942,3,3,0,0,0,lab_seats,1
EECS 427 - Very Large Scale Integrated Design I,1586370620.3639848,32,32,0,0,0,lab_seats,1
EECS 428 - Introduction to Quantum Nanotechnology,1586370620.812385,29,0,0,0,0,lec_seats,1
EECS 434 - Princ of Photonics,1586370621.327104,16,0,16,0,0,disc_seats,1
EECS 438 - Adv Lasers Lab,1586370621.858918,3,3,0,0,0,lab_seats,1
