name,ts,lec_seats,lab_seats,disc_seats,sem_seats,WL,min_indx,Open
EECS 423 - Sol State Dev Lab,1586362519.7097118,3,3,0,0,0,lab_seats,1
EECS 427 - Very Large Scale Integrated Design I,1586362520.151676,34,34,0,0,0,lab_seats,1
EECS 428 - Introduction to Quantum Nanotechnology,1586362520.7365482,30,0,0,0,0,lec_seats,1
EECS 434 - Princ of Photonics,1586362521.114401,17,0,17,0,0,disc_seats,1
EECS 438 - Adv Lasers Lab,1586362521.484701,4,4,0,0,0,lab_seats,1
EECS 441 - Mobile App Development for Entrepreneurs,1586362521.920362,219,0,139,0,0,disc_seats,1
EECS 442 - Computer Vision,1586362522.2896042,101,0,101,0,0,disc_seats,1
EECS 443 - Senior ThesisL,1586362522.776313,0,0,0,0,0,null,0
EECS 445 - Introduction to Machine Learning,1586362523.228954,285,0,285,0,0,disc_seats,1
EECS 452 - Digital Signal Processing Design Laboratory,1586362523.618706,26,24,0,0,0,lab_seats,1
EECS 455 - Wireless Communication Systems,1586362524.068456,21,0,21,0,0,disc_seats,1
EECS 458 - Biomedical Instrumentation and Design,1586362524.646848,66,66,0,0,0,lab_seats,1
EECS 460 - Control Systems Analysis and Design,1586362525.253869,41,0,41,0,0,disc_seats,1
EECS 461 - Embedded Control Systems,1586362525.721696,78,78,0,0,0,lab_seats,1
EECS 463 - Power Systems Design and Operations,1586362526.257729,36,0,0,0,0,lec_seats,1
EECS 467 - Autonomous Robotics Design Experience,1586362526.7082849,18,18,0,0,0,lab_seats,1
EECS 470 - Computer Architecture,1586362527.331025,36,36,0,0,0,lab_seats,1
EECS 473 - Advanced Embedded Systems,1586362527.919056,32,32,0,0,0,lab_seats,1
EECS 477 - Introduction to Algorithms,1586362528.523982,71,0,71,0,0,disc_seats,1
EECS 478 - Logic Circuit Synthesis and Optimization,1586362528.9092338,48,0,48,0,0,disc_seats,1
EECS 480 - Social Computing Systems,1586362529.319503,40,0,40,0,0,disc_seats,1
EECS 481 - Software Engineering,1586362529.772801,133,0,133,0,0,disc_seats,1
EECS 482 - Introduction to Operating Systems,1586362530.193665,213,213,0,0,0,lab_seats,1
EECS 483 - Compiler Construction,1586362530.592094,65,0,0,0,0,lec_seats,1
EECS 484 - Database Management Systems,1586362531.0884988,332,0,332,0,0,disc_seats,1
EECS 485 - Web Systems,1586362531.579803,456,376,0,0,0,lab_seats,1
EECS 489 - Computer Networks,1586362531.966273,91,0,91,0,0,disc_seats,1
EECS 490 - Programming Languages,1586362532.400647,148,0,148,0,0,disc_seats,1
EECS 492 - Introduction to Artificial Intelligence,1586362532.818326,138,0,138,0,0,disc_seats,1
EECS 493 - User Interface Development,1586362533.227177,185,0,185,0,0,disc_seats,1
EECS 494 - Computer Game Design and Development,1586362533.560003,65,0,0,0,0,lec_seats,1
EECS 495 - Software Development for Accessibility,1586362534.2530031,49,0,49,0,0,disc_seats,1
EECS 496 - Major Design Experience-Professionalism,1586362534.595069,357,0,0,0,0,lec_seats,1
EECS 497 - Human-Centered Software Design and Development,1586362534.992065,80,0,0,0,0,lec_seats,1
EECS 498 - Special Topics,1586362535.36906,441,38,57,0,115,lab_seats,1
EECS 499 - Advanced Directed Study,1586362538.139314,0,0,0,0,0,null,0
EECS 300 - Electrical Engineering Systems Design II,1586363407.8008509,25,25,0,0,0,,1
EECS 301 - Probabilistic Methods in Engineering,1586363408.3369129,63,0,63,0,0,disc_seats,1
EECS 311 - Analog Circuits,1586363408.972082,28,19,0,0,0,lab_seats,1
EECS 312 - Digital Integrated Circuits,1586363411.021067,31,0,31,0,0,disc_seats,1
"EECS 314 - Electrical Circuits, Systems and Applications",1586363412.143668,155,155,155,0,0,lab_seats,1
EECS 320 - Introduction to Semiconductor Devices,1586363414.6638699,50,0,50,0,0,disc_seats,1
EECS 330 - Introduction to Antennas and Wireless Systems,1586363415.942014,29,29,0,0,0,lab_seats,1
EECS 334 - Principles of Optics,1586363416.69423,23,0,23,0,0,disc_seats,1
EECS 351 - Introduction to Digital Signal Processing,1586363418.150534,43,0,43,0,0,disc_seats,1
EECS 367 - Introduction to Autonomous Robotics,1586363418.937623,52,52,0,0,0,lab_seats,1
EECS 370 - Introduction to Computer Organization,1586363419.9309068,615,0,610,0,0,disc_seats,1
EECS 373 - Introduction to Embedded System Design,1586363420.895295,52,52,0,0,0,lab_seats,1
EECS 376 - Foundations of Computer Science,1586363421.689867,895,0,551,0,0,disc_seats,1
EECS 388 - Introduction to Computer Security,1586363422.357638,357,357,0,0,0,lab_seats,1
EECS 399 - Directed Study,1586363427.384408,0,0,0,0,0,null,0
EECS 402 - Computer Programming for Scientists and Engineers,1586363428.337288,25,0,25,0,0,disc_seats,1
EECS 409 - Data Science Seminar,1586363428.9458299,0,0,0,0,18,null,0
EECS 411 - M-Wave Circ I,1586363429.632789,9,9,0,0,0,lab_seats,1
EECS 413 - Monolith Amplifier Circuits,1586363430.1280751,36,36,0,0,0,lab_seats,1
EECS 414 - Intro to MEMS,1586363430.688372,49,0,49,0,0,disc_seats,1
EECS 417 - Electrical Biophysics,1586363431.1658392,18,0,0,0,0,lec_seats,1
EECS 418 - Power Electronics,1586363431.544856,28,14,0,0,0,lab_seats,1
EECS 421 - Properties of Transistors,1586363431.910676,22,0,22,0,0,disc_seats,1
EECS 423 - Sol State Dev Lab,1586363432.2689111,3,3,0,0,0,lab_seats,1
EECS 427 - Very Large Scale Integrated Design I,1586363432.6601758,34,34,0,0,0,lab_seats,1
EECS 428 - Introduction to Quantum Nanotechnology,1586363433.020245,30,0,0,0,0,lec_seats,1
EECS 434 - Princ of Photonics,1586363433.421532,17,0,17,0,0,disc_seats,1
EECS 438 - Adv Lasers Lab,1586363433.828254,4,4,0,0,0,lab_seats,1
EECS 441 - Mobile App Development for Entrepreneurs,1586363434.248786,218,0,138,0,0,disc_seats,1
EECS 442 - Computer Vision,1586363434.6166651,99,0,99,0,0,disc_seats,1
EECS 443 - Senior ThesisL,1586363435.071021,0,0,0,0,0,null,0
EECS 445 - Introduction to Machine Learning,1586363435.532724,285,0,285,0,0,disc_seats,1
EECS 452 - Digital Signal Processing Design Laboratory,1586363435.962823,26,24,0,0,0,lab_seats,1
EECS 455 - Wireless Communication Systems,1586363436.351635,21,0,21,0,0,disc_seats,1
EECS 458 - Biomedical Instrumentation and Design,1586363436.838458,64,64,0,0,0,lab_seats,1
EECS 460 - Control Systems Analysis and Design,1586363437.192259,41,0,41,0,0,disc_seats,1
EECS 461 - Embedded Control Systems,1586363437.680038,78,78,0,0,0,lab_seats,1
EECS 463 - Power Systems Design and Operations,1586363438.1044312,36,0,0,0,0,lec_seats,1
EECS 467 - Autonomous Robotics Design Experience,1586363438.669451,18,18,0,0,0,lab_seats,1
EECS 470 - Computer Architecture,1586363439.131071,36,36,0,0,0,lab_seats,1
EECS 473 - Advanced Embedded Systems,1586363440.317745,32,32,0,0,0,lab_seats,1
EECS 477 - Introduction to Algorithms,1586363440.750649,71,0,71,0,0,disc_seats,1
EECS 478 - Logic Circuit Synthesis and Optimization,1586363441.0889542,48,0,48,0,0,disc_seats,1
EECS 480 - Social Computing Systems,1586363441.4898381,40,0,40,0,0,disc_seats,1
EECS 481 - Software Engineering,1586363441.886965,132,0,132,0,0,disc_seats,1
EECS 482 - Introduction to Operating Systems,1586363442.29382,211,211,0,0,0,lab_seats,1
EECS 483 - Compiler Construction,1586363442.678401,65,0,0,0,0,lec_seats,1
EECS 484 - Database Management Systems,1586363443.093392,330,0,330,0,0,disc_seats,1
EECS 485 - Web Systems,1586363443.5850391,451,371,0,0,0,lab_seats,1
EECS 489 - Computer Networks,1586363443.998473,91,0,91,0,0,disc_seats,1
EECS 490 - Programming Languages,1586363444.422266,148,0,148,0,0,disc_seats,1
EECS 492 - Introduction to Artificial Intelligence,1586363444.8279371,137,0,137,0,0,disc_seats,1
EECS 493 - User Interface Development,1586363445.2390752,183,0,183,0,0,disc_seats,1
EECS 494 - Computer Game Design and Development,1586363445.625047,65,0,0,0,0,lec_seats,1
EECS 495 - Software Development for Accessibility,1586363446.017301,49,0,49,0,0,disc_seats,1
EECS 496 - Major Design Experience-Professionalism,1586363446.397768,357,0,0,0,0,lec_seats,1
EECS 497 - Human-Centered Software Design and Development,1586363446.759725,80,0,0,0,0,lec_seats,1
EECS 498 - Special Topics,1586363447.172479,440,38,56,0,115,lab_seats,1
EECS 499 - Advanced Directed Study,1586363450.833449,0,0,0,0,0,null,0
EECS 300 - Electrical Engineering Systems Design II,1586364305.6520529,25,25,0,0,0,,1
EECS 301 - Probabilistic Methods in Engineering,1586364306.0558772,63,0,63,0,0,disc_seats,1
EECS 311 - Analog Circuits,1586364306.389656,28,19,0,0,0,lab_seats,1
EECS 312 - Digital Integrated Circuits,1586364306.718642,31,0,31,0,0,disc_seats,1
"EECS 314 - Electrical Circuits, Systems and Applications",1586364307.212726,155,155,155,0,0,lab_seats,1
EECS 320 - Introduction to Semiconductor Devices,1586364307.8469539,50,0,50,0,0,disc_seats,1
EECS 330 - Introduction to Antennas and Wireless Systems,1586364308.286516,29,29,0,0,0,lab_seats,1
EECS 334 - Principles of Optics,1586364308.732488,23,0,23,0,0,disc_seats,1
EECS 351 - Introduction to Digital Signal Processing,1586364309.1630442,43,0,43,0,0,disc_seats,1
EECS 367 - Introduction to Autonomous Robotics,1586364309.57955,52,52,0,0,0,lab_seats,1
EECS 370 - Introduction to Computer Organization,1586364310.161673,614,0,609,0,0,disc_seats,1
EECS 373 - Introduction to Embedded System Design,1586364310.656251,52,52,0,0,0,lab_seats,1
EECS 376 - Foundations of Computer Science,1586364311.4242408,893,0,550,0,0,disc_seats,1
EECS 388 - Introduction to Computer Security,1586364312.234911,357,357,0,0,0,lab_seats,1
EECS 399 - Directed Study,1586364314.8312662,0,0,0,0,0,null,0
EECS 402 - Computer Programming for Scientists and Engineers,1586364315.431753,25,0,25,0,0,disc_seats,1
EECS 409 - Data Science Seminar,1586364315.887576,0,0,0,0,18,null,0
EECS 411 - M-Wave Circ I,1586364316.30865,9,9,0,0,0,lab_seats,1
EECS 413 - Monolith Amplifier Circuits,1586364316.694551,36,36,0,0,0,lab_seats,1
EECS 414 - Intro to MEMS,1586364317.268558,49,0,49,0,0,disc_seats,1
EECS 417 - Electrical Biophysics,1586364317.683022,18,0,0,0,0,lec_seats,1
EECS 418 - Power Electronics,1586364318.057399,28,14,0,0,0,lab_seats,1
EECS 421 - Properties of Transistors,1586364318.436484,22,0,22,0,0,disc_seats,1
EECS 423 - Sol State Dev Lab,1586364318.8241541,3,3,0,0,0,lab_seats,1
EECS 427 - Very Large Scale Integrated Design I,1586364319.218119,34,34,0,0,0,lab_seats,1
EECS 428 - Introduction to Quantum Nanotechnology,1586364319.63291,30,0,0,0,0,lec_seats,1
EECS 434 - Princ of Photonics,1586364320.0266979,17,0,17,0,0,disc_seats,1
EECS 438 - Adv Lasers Lab,1586364320.411499,4,4,0,0,0,lab_seats,1
EECS 441 - Mobile App Development for Entrepreneurs,1586364320.828568,218,0,138,0,0,disc_seats,1
EECS 442 - Computer Vision,1586364321.2523038,99,0,99,0,0,disc_seats,1
EECS 443 - Senior ThesisL,1586364321.7505012,0,0,0,0,0,null,0
EECS 445 - Introduction to Machine Learning,1586364322.207763,285,0,285,0,0,disc_seats,1
EECS 452 - Digital Signal Processing Design Laboratory,1586364322.588076,25,23,0,0,0,lab_seats,1
EECS 455 - Wireless Communication Systems,1586364322.987317,21,0,21,0,0,disc_seats,1
EECS 458 - Biomedical Instrumentation and Design,1586364323.6433809,63,63,0,0,0,lab_seats,1
EECS 460 - Control Systems Analysis and Design,1586364324.013869,41,0,41,0,0,disc_seats,1
EECS 461 - Embedded Control Systems,1586364324.634519,78,78,0,0,0,lab_seats,1
EECS 463 - Power Systems Design and Operations,1586364325.2546508,36,0,0,0,0,lec_seats,1
EECS 467 - Autonomous Robotics Design Experience,1586364325.606556,18,18,0,0,0,lab_seats,1
EECS 470 - Computer Architecture,1586364326.015956,36,36,0,0,0,lab_seats,1
EECS 473 - Advanced Embedded Systems,1586364326.4287329,32,32,0,0,0,lab_seats,1
EECS 477 - Introduction to Algorithms,1586364326.9054642,71,0,71,0,0,disc_seats,1
EECS 478 - Logic Circuit Synthesis and Optimization,1586364327.311404,48,0,48,0,0,disc_seats,1
EECS 480 - Social Computing Systems,1586364327.650006,40,0,40,0,0,disc_seats,1
EECS 481 - Software Engineering,1586364328.091649,132,0,132,0,0,disc_seats,1
EECS 482 - Introduction to Operating Systems,1586364328.785016,209,209,0,0,0,lab_seats,1
EECS 483 - Compiler Construction,1586364329.221795,65,0,0,0,0,lec_seats,1
EECS 484 - Database Management Systems,1586364329.717249,330,0,330,0,0,disc_seats,1
EECS 485 - Web Systems,1586364330.1977322,450,370,0,0,0,lab_seats,1
EECS 489 - Computer Networks,1586364330.586653,90,0,90,0,0,disc_seats,1
EECS 490 - Programming Languages,1586364331.073743,148,0,148,0,0,disc_seats,1
EECS 492 - Introduction to Artificial Intelligence,1586364331.475913,137,0,137,0,0,disc_seats,1
EECS 493 - User Interface Development,1586364331.919762,182,0,182,0,0,disc_seats,1
EECS 494 - Computer Game Design and Development,1586364332.342703,65,0,0,0,0,lec_seats,1
EECS 495 - Software Development for Accessibility,1586364332.735061,49,0,49,0,0,disc_seats,1
EECS 496 - Major Design Experience-Professionalism,1586364333.1180868,355,0,0,0,0,lec_seats,1
EECS 497 - Human-Centered Software Design and Development,1586364333.538621,79,0,0,0,0,lec_seats,1
EECS 498 - Special Topics,1586364334.02735,439,38,56,0,115,lab_seats,1
EECS 499 - Advanced Directed Study,1586364337.513636,0,0,0,0,0,null,0
EECS 300 - Electrical Engineering Systems Design II,1586365204.763368,25,25,0,0,0,,1
EECS 301 - Probabilistic Methods in Engineering,1586365205.176776,63,0,63,0,0,disc_seats,1
EECS 311 - Analog Circuits,1586365205.551724,27,18,0,0,0,lab_seats,1
EECS 312 - Digital Integrated Circuits,1586365205.9073868,31,0,31,0,0,disc_seats,1
"EECS 314 - Electrical Circuits, Systems and Applications",1586365206.340492,155,155,155,0,0,lab_seats,1
EECS 320 - Introduction to Semiconductor Devices,1586365206.677239,49,0,49,0,0,disc_seats,1
EECS 330 - Introduction to Antennas and Wireless Systems,1586365207.130594,29,29,0,0,0,lab_seats,1
EECS 334 - Principles of Optics,1586365207.52096,23,0,23,0,0,disc_seats,1
EECS 351 - Introduction to Digital Signal Processing,1586365207.9547641,43,0,43,0,0,disc_seats,1
EECS 367 - Introduction to Autonomous Robotics,1586365208.367069,52,52,0,0,0,lab_seats,1
EECS 370 - Introduction to Computer Organization,1586365208.959587,613,0,608,0,0,disc_seats,1
EECS 373 - Introduction to Embedded System Design,1586365209.797939,52,52,0,0,0,lab_seats,1
EECS 376 - Foundations of Computer Science,1586365210.491296,893,0,550,0,0,disc_seats,1
EECS 388 - Introduction to Computer Security,1586365210.987776,357,357,0,0,0,lab_seats,1
EECS 399 - Directed Study,1586365214.304666,0,0,0,0,0,null,0
EECS 402 - Computer Programming for Scientists and Engineers,1586365215.116516,25,0,25,0,0,disc_seats,1
EECS 409 - Data Science Seminar,1586365215.750782,0,0,0,0,18,null,0
EECS 411 - M-Wave Circ I,1586365216.1970491,9,9,0,0,0,lab_seats,1
EECS 413 - Monolith Amplifier Circuits,1586365216.5627148,36,36,0,0,0,lab_seats,1
EECS 414 - Intro to MEMS,1586365216.961238,49,0,49,0,0,disc_seats,1
EECS 417 - Electrical Biophysics,1586365217.3616939,18,0,0,0,0,lec_seats,1
EECS 418 - Power Electronics,1586365217.775439,28,14,0,0,0,lab_seats,1
EECS 421 - Properties of Transistors,1586365218.161864,22,0,22,0,0,disc_seats,1
EECS 423 - Sol State Dev Lab,1586365218.569622,3,3,0,0,0,lab_seats,1
EECS 427 - Very Large Scale Integrated Design I,1586365218.9315588,32,32,0,0,0,lab_seats,1
EECS 428 - Introduction to Quantum Nanotechnology,1586365219.302755,30,0,0,0,0,lec_seats,1
EECS 434 - Princ of Photonics,1586365219.6490428,16,0,16,0,0,disc_seats,1
EECS 438 - Adv Lasers Lab,1586365220.2260559,4,4,0,0,0,lab_seats,1
EECS 441 - Mobile App Development for Entrepreneurs,1586365220.6325529,218,0,138,0,0,disc_seats,1
EECS 442 - Computer Vision,1586365221.015691,99,0,99,0,0,disc_seats,1
EECS 443 - Senior ThesisL,1586365221.727137,0,0,0,0,0,null,0
EECS 445 - Introduction to Machine Learning,1586365222.211637,284,0,284,0,0,disc_seats,1
EECS 452 - Digital Signal Processing Design Laboratory,1586365222.628971,25,23,0,0,0,lab_seats,1
EECS 455 - Wireless Communication Systems,1586365223.093823,21,0,21,0,0,disc_seats,1
EECS 458 - Biomedical Instrumentation and Design,1586365223.7328792,63,63,0,0,0,lab_seats,1
EECS 460 - Control Systems Analysis and Design,1586365224.1458461,41,0,41,0,0,disc_seats,1
EECS 461 - Embedded Control Systems,1586365224.627687,77,77,0,0,0,lab_seats,1
EECS 463 - Power Systems Design and Operations,1586365225.063024,36,0,0,0,0,lec_seats,1
EECS 467 - Autonomous Robotics Design Experience,1586365225.460663,18,18,0,0,0,lab_seats,1
EECS 470 - Computer Architecture,1586365225.8819442,36,36,0,0,0,lab_seats,1
EECS 473 - Advanced Embedded Systems,1586365226.366579,32,32,0,0,0,lab_seats,1
EECS 477 - Introduction to Algorithms,1586365226.7479749,71,0,71,0,0,disc_seats,1
EECS 478 - Logic Circuit Synthesis and Optimization,1586365227.1049979,48,0,48,0,0,disc_seats,1
EECS 480 - Social Computing Systems,1586365227.464735,40,0,40,0,0,disc_seats,1
EECS 481 - Software Engineering,1586365227.870666,132,0,132,0,0,disc_seats,1
EECS 482 - Introduction to Operating Systems,1586365228.28581,209,209,0,0,0,lab_seats,1
EECS 483 - Compiler Construction,1586365228.6508732,65,0,0,0,0,lec_seats,1
EECS 484 - Database Management Systems,1586365229.101227,330,0,330,0,0,disc_seats,1
EECS 485 - Web Systems,1586365229.5342422,450,370,0,0,0,lab_seats,1
EECS 489 - Computer Networks,1586365229.918923,90,0,90,0,0,disc_seats,1
EECS 490 - Programming Languages,1586365230.253587,148,0,148,0,0,disc_seats,1
EECS 492 - Introduction to Artificial Intelligence,1586365230.66843,136,0,136,0,0,disc_seats,1
EECS 493 - User Interface Development,1586365231.107828,181,0,181,0,0,disc_seats,1
EECS 494 - Computer Game Design and Development,1586365231.690582,65,0,0,0,0,lec_seats,1
EECS 495 - Software Development for Accessibility,1586365232.0577412,49,0,49,0,0,disc_seats,1
EECS 496 - Major Design Experience-Professionalism,1586365232.441039,354,0,0,0,0,lec_seats,1
EECS 497 - Human-Centered Software Design and Development,1586365232.801932,79,0,0,0,0,lec_seats,1
EECS 498 - Special Topics,1586365233.235696,439,38,56,0,115,lab_seats,1
EECS 499 - Advanced Directed Study,1586365236.1415691,0,0,0,0,0,null,0
EECS 300 - Electrical Engineering Systems Design II,1586366105.731088,25,25,0,0,0,,1
EECS 301 - Probabilistic Methods in Engineering,1586366106.095948,63,0,63,0,0,disc_seats,1
EECS 311 - Analog Circuits,1586366106.434614,27,18,0,0,0,lab_seats,1
EECS 312 - Digital Integrated Circuits,1586366106.7777941,31,0,31,0,0,disc_seats,1
"EECS 314 - Electrical Circuits, Systems and Applications",1586366107.2401202,155,155,155,0,0,lab_seats,1
EECS 320 - Introduction to Semiconductor Devices,1586366107.650272,49,0,49,0,0,disc_seats,1
EECS 330 - Introduction to Antennas and Wireless Systems,1586366108.061929,29,29,0,0,0,lab_seats,1
EECS 334 - Principles of Optics,1586366108.454047,23,0,23,0,0,disc_seats,1
EECS 351 - Introduction to Digital Signal Processing,1586366108.8760371,43,0,43,0,0,disc_seats,1
EECS 367 - Introduction to Autonomous Robotics,1586366109.337257,52,52,0,0,0,lab_seats,1
EECS 370 - Introduction to Computer Organization,1586366109.845587,613,0,608,0,0,disc_seats,1
EECS 373 - Introduction to Embedded System Design,1586366110.232407,52,52,0,0,0,lab_seats,1
EECS 376 - Foundations of Computer Science,1586366110.876487,893,0,550,0,0,disc_seats,1
EECS 388 - Introduction to Computer Security,1586366111.331249,357,357,0,0,0,lab_seats,1
EECS 399 - Directed Study,1586366114.502542,0,0,0,0,0,null,0
EECS 402 - Computer Programming for Scientists and Engineers,1586366114.905508,25,0,25,0,0,disc_seats,1
EECS 409 - Data Science Seminar,1586366115.380414,0,0,0,0,18,null,0
EECS 411 - M-Wave Circ I,1586366115.833756,9,9,0,0,0,lab_seats,1
EECS 413 - Monolith Amplifier Circuits,1586366116.179295,36,36,0,0,0,lab_seats,1
EECS 414 - Intro to MEMS,1586366116.6228821,49,0,49,0,0,disc_seats,1
EECS 417 - Electrical Biophysics,1586366117.036981,18,0,0,0,0,lec_seats,1
EECS 418 - Power Electronics,1586366117.3898509,28,14,0,0,0,lab_seats,1
EECS 421 - Properties of Transistors,1586366117.72477,22,0,22,0,0,disc_seats,1
EECS 423 - Sol State Dev Lab,1586366118.140929,3,3,0,0,0,lab_seats,1
EECS 427 - Very Large Scale Integrated Design I,1586366118.530445,32,32,0,0,0,lab_seats,1
EECS 428 - Introduction to Quantum Nanotechnology,1586366118.898981,30,0,0,0,0,lec_seats,1
EECS 434 - Princ of Photonics,1586366119.333573,16,0,16,0,0,disc_seats,1
EECS 438 - Adv Lasers Lab,1586366119.732883,4,4,0,0,0,lab_seats,1
EECS 441 - Mobile App Development for Entrepreneurs,1586366120.170903,217,0,137,0,0,disc_seats,1
EECS 442 - Computer Vision,1586366120.546572,97,0,97,0,0,disc_seats,1
EECS 443 - Senior ThesisL,1586366120.963608,0,0,0,0,0,null,0
EECS 445 - Introduction to Machine Learning,1586366121.484013,284,0,284,0,0,disc_seats,1
EECS 452 - Digital Signal Processing Design Laboratory,1586366121.9291399,25,23,0,0,0,lab_seats,1
EECS 455 - Wireless Communication Systems,1586366123.472149,20,0,20,0,0,disc_seats,1
EECS 458 - Biomedical Instrumentation and Design,1586366126.70811,63,63,0,0,0,lab_seats,1
EECS 460 - Control Systems Analysis and Design,1586366127.090218,40,0,40,0,0,disc_seats,1
EECS 461 - Embedded Control Systems,1586366129.4021719,77,77,0,0,0,lab_seats,1
EECS 463 - Power Systems Design and Operations,1586366129.741041,36,0,0,0,0,lec_seats,1
EECS 467 - Autonomous Robotics Design Experience,1586366130.246882,16,16,0,0,0,lab_seats,1
EECS 470 - Computer Architecture,1586366131.3023622,36,36,0,0,0,lab_seats,1
EECS 473 - Advanced Embedded Systems,1586366131.6792781,31,31,0,0,0,lab_seats,1
EECS 477 - Introduction to Algorithms,1586366132.083725,71,0,71,0,0,disc_seats,1
EECS 478 - Logic Circuit Synthesis and Optimization,1586366132.419502,48,0,48,0,0,disc_seats,1
EECS 480 - Social Computing Systems,1586366132.7940748,40,0,40,0,0,disc_seats,1
EECS 481 - Software Engineering,1586366133.2103932,132,0,132,0,0,disc_seats,1
EECS 482 - Introduction to Operating Systems,1586366133.6504178,207,207,0,0,0,lab_seats,1
EECS 483 - Compiler Construction,1586366134.006212,65,0,0,0,0,lec_seats,1
EECS 484 - Database Management Systems,1586366134.479721,330,0,330,0,0,disc_seats,1
EECS 485 - Web Systems,1586366134.936528,448,368,0,0,0,lab_seats,1
EECS 489 - Computer Networks,1586366135.315625,91,0,91,0,0,disc_seats,1
EECS 490 - Programming Languages,1586366135.713227,146,0,146,0,0,disc_seats,1
EECS 492 - Introduction to Artificial Intelligence,1586366136.114126,136,0,136,0,0,disc_seats,1
EECS 493 - User Interface Development,1586366136.519638,179,0,179,0,0,disc_seats,1
EECS 494 - Computer Game Design and Development,1586366136.9146502,64,0,0,0,0,lec_seats,1
EECS 495 - Software Development for Accessibility,1586366137.613145,49,0,49,0,0,disc_seats,1
EECS 496 - Major Design Experience-Professionalism,1586366138.001823,351,0,0,0,0,lec_seats,1
EECS 497 - Human-Centered Software Design and Development,1586366138.631337,79,0,0,0,0,lec_seats,1
EECS 498 - Special Topics,1586366139.179345,436,38,55,0,117,lab_seats,1
EECS 499 - Advanced Directed Study,1586366142.439923,0,0,0,0,0,null,0
EECS 300 - Electrical Engineering Systems Design II,1586367006.74394,25,25,0,0,0,,1
EECS 301 - Probabilistic Methods in Engineering,1586367007.364773,63,0,63,0,0,disc_seats,1
EECS 311 - Analog Circuits,1586367007.9864268,27,18,0,0,0,lab_seats,1
EECS 312 - Digital Integrated Circuits,1586367008.58938,31,0,31,0,0,disc_seats,1
"EECS 314 - Electrical Circuits, Systems and Applications",1586367009.329739,155,155,155,0,0,lab_seats,1
EECS 320 - Introduction to Semiconductor Devices,1586367010.2359612,49,0,49,0,0,disc_seats,1
EECS 330 - Introduction to Antennas and Wireless Systems,1586367010.897722,29,29,0,0,0,lab_seats,1
EECS 334 - Principles of Optics,1586367011.5138319,23,0,23,0,0,disc_seats,1
EECS 351 - Introduction to Digital Signal Processing,1586367012.086001,43,0,43,0,0,disc_seats,1
EECS 367 - Introduction to Autonomous Robotics,1586367012.494565,52,52,0,0,0,lab_seats,1
EECS 370 - Introduction to Computer Organization,1586367013.255542,613,0,608,0,0,disc_seats,1
EECS 373 - Introduction to Embedded System Design,1586367013.722538,52,52,0,0,0,lab_seats,1
EECS 376 - Foundations of Computer Science,1586367014.294614,893,0,550,0,0,disc_seats,1
EECS 388 - Introduction to Computer Security,1586367014.765873,357,357,0,0,0,lab_seats,1
EECS 399 - Directed Study,1586367017.45445,0,0,0,0,0,null,0
EECS 402 - Computer Programming for Scientists and Engineers,1586367018.0579991,24,0,24,0,0,disc_seats,1
EECS 409 - Data Science Seminar,1586367018.7047591,0,0,0,0,18,null,0
EECS 411 - M-Wave Circ I,1586367019.309302,9,9,0,0,0,lab_seats,1
EECS 413 - Monolith Amplifier Circuits,1586367019.8613372,35,35,0,0,0,lab_seats,1
EECS 414 - Intro to MEMS,1586367020.474622,49,0,49,0,0,disc_seats,1
EECS 417 - Electrical Biophysics,1586367020.8255591,18,0,0,0,0,lec_seats,1
EECS 418 - Power Electronics,1586367021.207962,28,14,0,0,0,lab_seats,1
EECS 421 - Properties of Transistors,1586367021.639838,22,0,22,0,0,disc_seats,1
EECS 423 - Sol State Dev Lab,1586367022.1617432,3,3,0,0,0,lab_seats,1
EECS 427 - Very Large Scale Integrated Design I,1586367022.7725718,32,32,0,0,0,lab_seats,1
EECS 428 - Introduction to Quantum Nanotechnology,1586367023.160815,30,0,0,0,0,lec_seats,1
EECS 434 - Princ of Photonics,1586367023.79036,16,0,16,0,0,disc_seats,1
EECS 438 - Adv Lasers Lab,1586367024.4028091,4,4,0,0,0,lab_seats,1
EECS 441 - Mobile App Development for Entrepreneurs,1586367024.8117938,215,0,135,0,0,disc_seats,1
EECS 442 - Computer Vision,1586367025.183872,97,0,97,0,0,disc_seats,1
EECS 443 - Senior ThesisL,1586367025.9110029,0,0,0,0,0,null,0
EECS 445 - Introduction to Machine Learning,1586367026.50033,283,0,283,0,0,disc_seats,1
EECS 452 - Digital Signal Processing Design Laboratory,1586367027.07174,25,23,0,0,0,lab_seats,1
EECS 455 - Wireless Communication Systems,1586367027.493233,20,0,20,0,0,disc_seats,1
EECS 458 - Biomedical Instrumentation and Design,1586367027.992435,63,63,0,0,0,lab_seats,1
EECS 460 - Control Systems Analysis and Design,1586367028.703419,40,0,40,0,0,disc_seats,1
EECS 461 - Embedded Control Systems,1586367029.1802711,77,77,0,0,0,lab_seats,1
EECS 463 - Power Systems Design and Operations,1586367029.591527,36,0,0,0,0,lec_seats,1
EECS 467 - Autonomous Robotics Design Experience,1586367030.008412,16,16,0,0,0,lab_seats,1
EECS 470 - Computer Architecture,1586367030.5891562,36,36,0,0,0,lab_seats,1
EECS 473 - Advanced Embedded Systems,1586367031.0195022,30,30,0,0,0,lab_seats,1
